Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-8f1r,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: layout_id,Spreadsheet: participant_group,Spreadsheet: condition_order,Spreadsheet: block_order,Spreadsheet: source_branch,Spreadsheet: source_commit,Spreadsheet: reference_notebook_path,Spreadsheet: palette_source_path,Spreadsheet: palette_copy_path,Spreadsheet: palette_type,Spreadsheet: dataset_source_path,Spreadsheet: dataset_sha256,Spreadsheet: background,Spreadsheet: condition,Spreadsheet: num_classes,Spreadsheet: difficulty_num,Spreadsheet: difficulty_label,Spreadsheet: scale_factor,Spreadsheet: colormap,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: baseline_palette_seed,Spreadsheet: rendering_figsize,Spreadsheet: rendering_dpi,Spreadsheet: rendering_alpha,Spreadsheet: rendering_point_size,Spreadsheet: rendering_pad_ratio,Spreadsheet: objective_score,Spreadsheet: min_pairwise_dE,Spreadsheet: mean_pairwise_dE,Spreadsheet: min_background_dE,Spreadsheet: mean_background_dE,Spreadsheet: background_penalty,Spreadsheet: table_stop_reason,Spreadsheet: table_evals_used,Spreadsheet: optimization_rerun,Spreadsheet: constrained_method_used,Spreadsheet: trial_number,Spreadsheet: trial_id,Spreadsheet: side_schedule,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: optimized_side,Spreadsheet: baseline_image,Spreadsheet: optimized_image,Spreadsheet: response_option_left,Spreadsheet: response_option_right,Spreadsheet: preferred_side,Spreadsheet: selected_condition,Spreadsheet: optimized_selected,Spreadsheet: task1_source_branch,Spreadsheet: task1_source_commit,Spreadsheet: task1_reference_notebook_path,Spreadsheet: task2_reference_notebook_path,Spreadsheet: baseline_palette_source_path,Spreadsheet: optimized_palette_source_path,Spreadsheet: baseline_min_pairwise_dE,Spreadsheet: baseline_mean_pairwise_dE,Spreadsheet: baseline_min_bg_dE,Spreadsheet: baseline_mean_bg_dE,Spreadsheet: baseline_background_penalty,Spreadsheet: baseline_objective_score,Spreadsheet: optimized_min_pairwise_dE,Spreadsheet: optimized_mean_pairwise_dE,Spreadsheet: optimized_min_bg_dE,Spreadsheet: optimized_mean_bg_dE,Spreadsheet: optimized_background_penalty,Spreadsheet: optimized_objective_score,Spreadsheet: palette_regenerated,Spreadsheet: images_rerendered
2223,1790007561000,21/09/2026 16:19:21,1790007561000,1,21/09/2026 17:19:21,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,15,Display 1,Screen 1,,,response,15,,,,7664.1,,,7664.1,0,7664.1,,,,Answer_15,,,Display 1,20,disc_K20_D3_orig_black.png,,K20_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,20,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2224,1790007568000,21/09/2026 16:19:28,1790007568000,1,21/09/2026 17:19:28,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,16,Display 1,Screen 1,,,response,30,,,,4013.2,,,4013.2,1,4013.2,,,,Answer_30,,,Display 1,30,disc_K30_D1_orig_black.png,,K30_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2225,1790007575000,21/09/2026 16:19:35,1790007575000,1,21/09/2026 17:19:35,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,17,Display 1,Screen 1,,,response,30,,,,5336.3,,,5336.3,1,5336.3,,,,Answer_30,,,Display 1,30,disc_K30_D2_orig_black.png,,K30_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2226,1790007582000,21/09/2026 16:19:42,1790007582000,1,21/09/2026 17:19:42,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,18,Display 1,Screen 1,,,response,30,,,,8115.4,,,8115.4,1,8115.4,,,,Answer_30,,,Display 1,30,disc_K30_D3_orig_black.png,,K30_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,black,C1_original_distinctipy,30,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2227,1790007589000,21/09/2026 16:19:49,1790007589000,1,21/09/2026 17:19:49,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,19,Display 1,Screen 1,,,response,10,,,,6471.3,,,6471.3,1,6471.3,,,,Answer_10,,,Display 1,10,disc_K10_D1_opt_white.png,,K10_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2228,1790007596000,21/09/2026 16:19:56,1790007596000,1,21/09/2026 17:19:56,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,20,Display 1,Screen 1,,,response,10,,,,3278.3,,,3278.3,1,3278.3,,,,Answer_10,,,Display 1,10,disc_K10_D2_opt_white.png,,K10_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2229,1790007603000,21/09/2026 16:20:03,1790007603000,1,21/09/2026 17:20:03,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,21,Display 1,Screen 1,,,response,10,,,,4657.9,,,4657.9,1,4657.9,,,,Answer_10,,,Display 1,10,disc_K10_D3_opt_white.png,,K10_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,10,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2230,1790007610000,21/09/2026 16:20:10,1790007610000,1,21/09/2026 17:20:10,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,22,Display 1,Screen 1,,,response,20,,,,3480.3,,,3480.3,1,3480.3,,,,Answer_20,,,Display 1,20,disc_K20_D1_opt_white.png,,K20_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2231,1790007617000,21/09/2026 16:20:17,1790007617000,1,21/09/2026 17:20:17,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,23,Display 1,Screen 1,,,response,25,,,,8265.8,,,8265.8,0,8265.8,,,,Answer_25,,,Display 1,20,disc_K20_D2_opt_white.png,,K20_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2232,1790007624000,21/09/2026 16:20:24,1790007624000,1,21/09/2026 17:20:24,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,24,Display 1,Screen 1,,,response,20,,,,8422.7,,,8422.7,1,8422.7,,,,Answer_20,,,Display 1,20,disc_K20_D3_opt_white.png,,K20_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,20,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2233,1790007631000,21/09/2026 16:20:31,1790007631000,1,21/09/2026 17:20:31,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,25,Display 1,Screen 1,,,response,30,,,,7597.1,,,7597.1,1,7597.1,,,,Answer_30,,,Display 1,30,disc_K30_D1_opt_white.png,,K30_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,30,1,easy,0.80,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2234,1790007638000,21/09/2026 16:20:38,1790007638000,1,21/09/2026 17:20:38,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,26,Display 1,Screen 1,,,response,25,,,,12983.8,,,12983.8,0,12983.8,,,,Answer_25,,,Display 1,30,disc_K30_D2_opt_white.png,,K30_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,30,2,medium,1.00,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2235,1790007645000,21/09/2026 16:20:45,1790007645000,1,21/09/2026 17:20:45,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,27,Display 1,Screen 1,,,response,30,,,,8219.1,,,8219.1,1,8219.1,,,,Answer_30,,,Display 1,30,disc_K30_D3_opt_white.png,,K30_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,optimized,SYNTHETIC,SYNTHETIC,white,C2_background_aware_optimized,30,3,hard,1.30,distinctipy_background_aware,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2236,1790007652000,21/09/2026 16:20:52,1790007652000,1,21/09/2026 17:20:52,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,28,Display 1,Screen 1,,,response,10,,,,4286.4,,,4286.4,1,4286.4,,,,Answer_10,,,Display 1,10,disc_K10_D1_orig_white.png,,K10_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2237,1790007659000,21/09/2026 16:20:59,1790007659000,1,21/09/2026 17:20:59,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,29,Display 1,Screen 1,,,response,10,,,,3306.9,,,3306.9,1,3306.9,,,,Answer_10,,,Display 1,10,disc_K10_D2_orig_white.png,,K10_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2238,1790007666000,21/09/2026 16:21:06,1790007666000,1,21/09/2026 17:21:06,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,30,Display 1,Screen 1,,,response,10,,,,8615.8,,,8615.8,1,8615.8,,,,Answer_10,,,Display 1,10,disc_K10_D3_orig_white.png,,K10_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,10,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2239,1790007673000,21/09/2026 16:21:13,1790007673000,1,21/09/2026 17:21:13,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,31,Display 1,Screen 1,,,response,20,,,,3524.7,,,3524.7,1,3524.7,,,,Answer_20,,,Display 1,20,disc_K20_D1_orig_white.png,,K20_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2240,1790007680000,21/09/2026 16:21:20,1790007680000,1,21/09/2026 17:21:20,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,32,Display 1,Screen 1,,,response,20,,,,6337.7,,,6337.7,1,6337.7,,,,Answer_20,,,Display 1,20,disc_K20_D2_orig_white.png,,K20_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2241,1790007687000,21/09/2026 16:21:27,1790007687000,1,21/09/2026 17:21:27,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,33,Display 1,Screen 1,,,response,20,,,,8570.5,,,8570.5,1,8570.5,,,,Answer_20,,,Display 1,20,disc_K20_D3_orig_white.png,,K20_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,20,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2242,1790007694000,21/09/2026 16:21:34,1790007694000,1,21/09/2026 17:21:34,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,34,Display 1,Screen 1,,,response,30,,,,7457.2,,,7457.2,1,7457.2,,,,Answer_30,,,Display 1,30,disc_K30_D1_orig_white.png,,K30_D1,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,1,easy,0.80,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2243,1790007701000,21/09/2026 16:21:41,1790007701000,1,21/09/2026 17:21:41,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,35,Display 1,Screen 1,,,response,25,,,,5520.3,,,5520.3,0,5520.3,,,,Answer_25,,,Display 1,30,disc_K30_D2_orig_white.png,,K30_D2,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,2,medium,1.00,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2244,1790007708000,21/09/2026 16:21:48,1790007708000,1,21/09/2026 17:21:48,275904,7,synthetic-disc-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task,SYNTHETIC,G_BW_OptFirst,G_BW_OptFirst,G_BW_OptFirst,36,Display 1,Screen 1,,,response,30,,,,4828.7,,,4828.7,1,4828.7,,,,Answer_30,,,Display 1,30,disc_K30_D3_orig_white.png,,K30_D3,G_BW_OptFirst,OptimizedFirst,BlackWhite,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,original,SYNTHETIC,SYNTHETIC,white,C1_original_distinctipy,30,3,hard,1.30,distinctipy_original,discrimination,How many distinct classes do you see?,,,,,,,,,,,,,,,FALSE,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2245,1790007715000,21/09/2026 16:21:55,1790007715000,1,21/09/2026 17:21:55,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,1,Display 1,Screen 1,,,response,Right,,,,2243.3,,,2243.3,,2243.3,,,,Select_Right,,,,,,,,,,,,,,,,,,,black,,30,1,easy,,,,,,,,,,,,,,,,,,,,,1,K30_D1_black,SideA,disc_K30_D1_opt_black.png,disc_K30_D1_orig_black.png,Left,disc_K30_D1_orig_black.png,disc_K30_D1_opt_black.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2246,1790007722000,21/09/2026 16:22:02,1790007722000,1,21/09/2026 17:22:02,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,2,Display 1,Screen 1,,,response,Left,,,,4685.1,,,4685.1,,4685.1,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,10,1,easy,,,,,,,,,,,,,,,,,,,,,2,K10_D1_white,SideA,disc_K10_D1_orig_white.png,disc_K10_D1_opt_white.png,Right,disc_K10_D1_orig_white.png,disc_K10_D1_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
2247,1790007729000,21/09/2026 16:22:09,1790007729000,1,21/09/2026 17:22:09,275904,7,synthetic-pair-s3,,SYN-S3-S3_PRIV_039,S3P039,S3_PRIV_039,,complete,SYNTHETIC,S3_EXT_039,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Task 2 Pairwise Comparison,SYNTHETIC,G_BW_OptFirst,G_BW_SideA,G_BW_SideA,3,Display 1,Screen 1,,,response,Left,,,,8667.6,,,8667.6,,8667.6,,,,Select_Left,,,,,,,,,,,,,,,,,,,white,,30,3,hard,,,,,,,,,,,,,,,,,,,,,3,K30_D3_white,SideA,disc_K30_D3_orig_white.png,disc_K30_D3_opt_white.png,Right,disc_K30_D3_orig_white.png,disc_K30_D3_opt_white.png,Left image,Right image,,,,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,SYNTHETIC,,,,,,,,,,,,,FALSE,FALSE
