Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-6fcy,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating,Spreadsheet: optimized_side,Spreadsheet: preferred_side,Spreadsheet: image,Spreadsheet: tag,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question
1813,1790004691000,21/09/2026 15:31:31,1790004691000,1,21/09/2026 16:31:31,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,9,Display 1,Screen 1,,,response,10,,,,8486.4,,,8486.4,1,8486.4,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipysa.png,,10,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1814,1790004698000,21/09/2026 15:31:38,1790004698000,1,21/09/2026 16:31:38,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,10,Display 1,Screen 1,,,response,5,,,,2486.0,,,2486.0,1,2486.0,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipysa.png,,5,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1815,1790004705000,21/09/2026 15:31:45,1790004705000,1,21/09/2026 16:31:45,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,11,Display 1,Screen 1,,,response,5,,,,4300.4,,,4300.4,1,4300.4,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipy.png,,5,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1816,1790004712000,21/09/2026 15:31:52,1790004712000,1,21/09/2026 16:31:52,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,12,Display 1,Screen 1,,,response,5,,,,5874.5,,,5874.5,1,5874.5,,,,Response,,,Display 1,,,,5,,,,,,disc_5_1_distinctipy.png,,5,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1817,1790004719000,21/09/2026 15:31:59,1790004719000,1,21/09/2026 16:31:59,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,13,Display 1,Screen 1,,,response,30,,,,7796.0,,,7796.0,1,7796.0,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipy.png,,30,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1818,1790004726000,21/09/2026 15:32:06,1790004726000,1,21/09/2026 16:32:06,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,14,Display 1,Screen 1,,,response,20,,,,6935.7,,,6935.7,1,6935.7,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipysa.png,,20,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1819,1790004733000,21/09/2026 15:32:13,1790004733000,1,21/09/2026 16:32:13,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,15,Display 1,Screen 1,,,response,5,,,,7405.9,,,7405.9,1,7405.9,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipy.png,,5,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1820,1790004740000,21/09/2026 15:32:20,1790004740000,1,21/09/2026 16:32:20,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,16,Display 1,Screen 1,,,response,20,,,,4839.5,,,4839.5,1,4839.5,,,,Response,,,Display 1,,,,20,,,,,,disc_20_2_distinctipy.png,,20,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1821,1790004747000,21/09/2026 15:32:27,1790004747000,1,21/09/2026 16:32:27,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,17,Display 1,Screen 1,,,response,10,,,,8621.8,,,8621.8,1,8621.8,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipysa.png,,10,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1822,1790004754000,21/09/2026 15:32:34,1790004754000,1,21/09/2026 16:32:34,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,18,Display 1,Screen 1,,,response,25,,,,5243.3,,,5243.3,0,5243.3,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipysa.png,,30,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1823,1790004761000,21/09/2026 15:32:41,1790004761000,1,21/09/2026 16:32:41,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,19,Display 1,Screen 1,,,response,10,,,,3994.4,,,3994.4,1,3994.4,,,,Response,,,Display 1,,,,10,,,,,,disc_10_2_distinctipy.png,,10,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1824,1790004768000,21/09/2026 15:32:48,1790004768000,1,21/09/2026 16:32:48,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,20,Display 1,Screen 1,,,response,30,,,,13263.9,,,13263.9,1,13263.9,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipysa.png,,30,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1825,1790004775000,21/09/2026 15:32:55,1790004775000,1,21/09/2026 16:32:55,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,21,Display 1,Screen 1,,,response,30,,,,12020.1,,,12020.1,1,12020.1,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipysa.png,,30,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1826,1790004782000,21/09/2026 15:33:02,1790004782000,1,21/09/2026 16:33:02,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,22,Display 1,Screen 1,,,response,20,,,,8725.7,,,8725.7,1,8725.7,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipysa.png,,20,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1827,1790004789000,21/09/2026 15:33:09,1790004789000,1,21/09/2026 16:33:09,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,23,Display 1,Screen 1,,,response,10,,,,9872.1,,,9872.1,1,9872.1,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipy.png,,10,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1828,1790004796000,21/09/2026 15:33:16,1790004796000,1,21/09/2026 16:33:16,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,24,Display 1,Screen 1,,,response,30,,,,7254.6,,,7254.6,1,7254.6,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipy.png,,30,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1829,1790004803000,21/09/2026 15:33:23,1790004803000,1,21/09/2026 16:33:23,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized,,,,2511.1,,,2511.1,,2511.1,,,,Image Response,,,Display 1,1,compare_5_easy_baseline.png,compare_5_easy_optimized.png,NA,baseline,optimized,,Right,,,,,,,,,
1830,1790004810000,21/09/2026 15:33:30,1790004810000,1,21/09/2026 16:33:30,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline,,,,8465.6,,,8465.6,,8465.6,,,,Image Response,,,Display 1,2,compare_5_hard_optimized.png,compare_5_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1831,1790004817000,21/09/2026 15:33:37,1790004817000,1,21/09/2026 16:33:37,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline,,,,5259.5,,,5259.5,,5259.5,,,,Image Response,,,Display 1,3,compare_20_easy_optimized.png,compare_20_easy_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
1832,1790004824000,21/09/2026 15:33:44,1790004824000,1,21/09/2026 16:33:44,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,optimized,,,,3413.2,,,3413.2,,3413.2,,,,Image Response,,,Display 1,4,compare_20_medium_optimized.png,compare_20_medium_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1833,1790004831000,21/09/2026 15:33:51,1790004831000,1,21/09/2026 16:33:51,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized,,,,4007.4,,,4007.4,,4007.4,,,,Image Response,,,Display 1,5,compare_10_hard_optimized.png,compare_10_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1834,1790004838000,21/09/2026 15:33:58,1790004838000,1,21/09/2026 16:33:58,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized,,,,5964.3,,,5964.3,,5964.3,,,,Image Response,,,Display 1,6,compare_20_hard_optimized.png,compare_20_hard_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1835,1790004845000,21/09/2026 15:34:05,1790004845000,1,21/09/2026 16:34:05,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline,,,,7570.0,,,7570.0,,7570.0,,,,Image Response,,,Display 1,7,compare_10_easy_baseline.png,compare_10_easy_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1836,1790004852000,21/09/2026 15:34:12,1790004852000,1,21/09/2026 16:34:12,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized,,,,6062.9,,,6062.9,,6062.9,,,,Image Response,,,Display 1,8,compare_10_medium_optimized.png,compare_10_medium_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
1837,1790004859000,21/09/2026 15:34:19,1790004859000,1,21/09/2026 16:34:19,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized,,,,8112.6,,,8112.6,,8112.6,,,,Image Response,,,Display 1,9,compare_5_medium_optimized.png,compare_5_medium_baseline.png,NA,optimized,baseline,,Left,,,,,,,,,
1838,1790004866000,21/09/2026 15:34:26,1790004866000,1,21/09/2026 16:34:26,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline,,,,4061.0,,,4061.0,,4061.0,,,,Image Response,,,Display 1,10,compare_30_medium_baseline.png,compare_30_medium_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1839,1790004873000,21/09/2026 15:34:33,1790004873000,1,21/09/2026 16:34:33,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized,,,,3530.0,,,3530.0,,3530.0,,,,Image Response,,,Display 1,11,compare_30_easy_optimized.png,compare_30_easy_baseline.png,NA,baseline,optimized,,Left,,,,,,,,,
1840,1790004880000,21/09/2026 15:34:40,1790004880000,1,21/09/2026 16:34:40,263105,5,synthetic-pair-s2,,SYN-S2-S2_PRIV_046,S2P046,S2_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2 (Clone),SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline,,,,1505.9,,,1505.9,,1505.9,,,,Image Response,,,Display 1,12,compare_30_hard_baseline.png,compare_30_hard_optimized.png,NA,optimized,baseline,,Right,,,,,,,,,
1841,1790004887000,21/09/2026 15:34:47,1790004887000,1,21/09/2026 16:34:47,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3296.4,,,3296.4,1,3296.4,,,,Number Entry,,,Display 1,,,,12,,,,,,12,Q1_answer,,,,,,
1842,1790004894000,21/09/2026 15:34:54,1790004894000,1,21/09/2026 16:34:54,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3688.7,,,3688.7,1,3688.7,,,,Number Entry,,,Display 2,,,,16,,,,,,16,Q2_answer,,,,,,
1843,1790004901000,21/09/2026 15:35:01,1790004901000,1,21/09/2026 16:35:01,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3269.4,,,3269.4,1,3269.4,,,,Number Entry,,,Display 3,,,,29,,,,,,29,Q3_answer,,,,,,
1844,1790004908000,21/09/2026 15:35:08,1790004908000,1,21/09/2026 16:35:08,263105,5,synthetic-vision-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,0,,,,5229.3,,,5229.3,0,5229.3,,,,Number Entry,,,Display 4,,,,26,,,,,,26,Q4_answer,,,,,,
1845,1790004915000,21/09/2026 15:35:15,1790004915000,1,21/09/2026 16:35:15,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,1,Display 1,Screen 1,,,response,5,,,,3436.1,,,3436.1,1,3436.1,,,,Response,,,Display 1,,,,5,,,,,,disc_5_3_distinctipysa.png,,5,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1846,1790004922000,21/09/2026 15:35:22,1790004922000,1,21/09/2026 16:35:22,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,2,Display 1,Screen 1,,,response,5,,,,5251.1,,,5251.1,1,5251.1,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipysa.png,,5,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1847,1790004929000,21/09/2026 15:35:29,1790004929000,1,21/09/2026 16:35:29,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,3,Display 1,Screen 1,,,response,20,,,,6030.2,,,6030.2,1,6030.2,,,,Response,,,Display 1,,,,20,,,,,,disc_20_1_distinctipysa.png,,20,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1848,1790004936000,21/09/2026 15:35:36,1790004936000,1,21/09/2026 16:35:36,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,4,Display 1,Screen 1,,,response,10,,,,10068.7,,,10068.7,1,10068.7,,,,Response,,,Display 1,,,,10,,,,,,disc_10_3_distinctipysa.png,,10,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1849,1790004943000,21/09/2026 15:35:43,1790004943000,1,21/09/2026 16:35:43,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,5,Display 1,Screen 1,,,response,20,,,,4126.5,,,4126.5,1,4126.5,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipy.png,,20,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1850,1790004950000,21/09/2026 15:35:50,1790004950000,1,21/09/2026 16:35:50,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,6,Display 1,Screen 1,,,response,30,,,,5422.1,,,5422.1,1,5422.1,,,,Response,,,Display 1,,,,30,,,,,,disc_30_3_distinctipy.png,,30,distinctipy,3,baseline,discrimination,How many distinct classes do you see?
1851,1790004957000,21/09/2026 15:35:57,1790004957000,1,21/09/2026 16:35:57,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,7,Display 1,Screen 1,,,response,30,,,,6021.0,,,6021.0,1,6021.0,,,,Response,,,Display 1,,,,30,,,,,,disc_30_1_distinctipysa.png,,30,distinctipysa,1,sa,discrimination,How many distinct classes do you see?
1852,1790004964000,21/09/2026 15:36:04,1790004964000,1,21/09/2026 16:36:04,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,8,Display 1,Screen 1,,,response,25,,,,10094.4,,,10094.4,0,10094.4,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipysa.png,,30,distinctipysa,2,sa,discrimination,How many distinct classes do you see?
1853,1790004971000,21/09/2026 15:36:11,1790004971000,1,21/09/2026 16:36:11,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,9,Display 1,Screen 1,,,response,20,,,,8241.6,,,8241.6,1,8241.6,,,,Response,,,Display 1,,,,20,,,,,,disc_20_3_distinctipysa.png,,20,distinctipysa,3,sa,discrimination,How many distinct classes do you see?
1854,1790004978000,21/09/2026 15:36:18,1790004978000,1,21/09/2026 16:36:18,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,10,Display 1,Screen 1,,,response,10,,,,4878.6,,,4878.6,1,4878.6,,,,Response,,,Display 1,,,,10,,,,,,disc_10_1_distinctipy.png,,10,distinctipy,1,baseline,discrimination,How many distinct classes do you see?
1855,1790004985000,21/09/2026 15:36:25,1790004985000,1,21/09/2026 16:36:25,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,11,Display 1,Screen 1,,,response,30,,,,4423.3,,,4423.3,1,4423.3,,,,Response,,,Display 1,,,,30,,,,,,disc_30_2_distinctipy.png,,30,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
1856,1790004992000,21/09/2026 15:36:32,1790004992000,1,21/09/2026 16:36:32,263105,5,synthetic-disc-s2,,SYN-S2-S2_PRIV_047,S2P047,S2_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G2 (Clone),SYNTHETIC,G2,Group 2,Group 2,12,Display 1,Screen 1,,,response,5,,,,3591.0,,,3591.0,1,3591.0,,,,Response,,,Display 1,,,,5,,,,,,disc_5_2_distinctipy.png,,5,distinctipy,2,baseline,discrimination,How many distinct classes do you see?
