Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: correct_answer,Spreadsheet: image,Spreadsheet: tag
164,1789993148000,21/09/2026 12:19:08,1789993148000,1,21/09/2026 13:19:08,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,3973.6,,,3973.6,1,3973.6,,,,,,,Display 4,26,26,Q4_answer
165,1789993155000,21/09/2026 12:19:15,1789993155000,1,21/09/2026 13:19:15,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,4613.2,,,4613.2,1,4613.2,,,,,,,Display 1,12,12,Q1_answer
166,1789993162000,21/09/2026 12:19:22,1789993162000,1,21/09/2026 13:19:22,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,5712.0,,,5712.0,1,5712.0,,,,,,,Display 2,16,16,Q2_answer
167,1789993169000,21/09/2026 12:19:29,1789993169000,1,21/09/2026 13:19:29,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3777.7,,,3777.7,1,3777.7,,,,,,,Display 3,29,29,Q3_answer
168,1789993176000,21/09/2026 12:19:36,1789993176000,1,21/09/2026 13:19:36,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2261.6,,,2261.6,1,2261.6,,,,,,,Display 4,26,26,Q4_answer
169,1789993183000,21/09/2026 12:19:43,1789993183000,1,21/09/2026 13:19:43,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2185.1,,,2185.1,1,2185.1,,,,,,,Display 1,12,12,Q1_answer
170,1789993190000,21/09/2026 12:19:50,1789993190000,1,21/09/2026 13:19:50,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,2470.9,,,2470.9,1,2470.9,,,,,,,Display 2,16,16,Q2_answer
171,1789993197000,21/09/2026 12:19:57,1789993197000,1,21/09/2026 13:19:57,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3086.8,,,3086.8,1,3086.8,,,,,,,Display 3,29,29,Q3_answer
172,1789993204000,21/09/2026 12:20:04,1789993204000,1,21/09/2026 13:20:04,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2116.6,,,2116.6,1,2116.6,,,,,,,Display 4,26,26,Q4_answer
173,1789993211000,21/09/2026 12:20:11,1789993211000,1,21/09/2026 13:20:11,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3868.7,,,3868.7,1,3868.7,,,,,,,Display 1,12,12,Q1_answer
174,1789993218000,21/09/2026 12:20:18,1789993218000,1,21/09/2026 13:20:18,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3380.5,,,3380.5,1,3380.5,,,,,,,Display 2,16,16,Q2_answer
175,1789993225000,21/09/2026 12:20:25,1789993225000,1,21/09/2026 13:20:25,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3226.2,,,3226.2,1,3226.2,,,,,,,Display 3,29,29,Q3_answer
176,1789993232000,21/09/2026 12:20:32,1789993232000,1,21/09/2026 13:20:32,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4805.7,,,4805.7,1,4805.7,,,,,,,Display 4,26,26,Q4_answer
177,1789993239000,21/09/2026 12:20:39,1789993239000,1,21/09/2026 13:20:39,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_045,BLINDED,S1_PRIV_045,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3704.1,,,3704.1,1,3704.1,,,,,,,Display 1,12,12,Q1_answer
178,1789993246000,21/09/2026 12:20:46,1789993246000,1,21/09/2026 13:20:46,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_045,BLINDED,S1_PRIV_045,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3699.1,,,3699.1,1,3699.1,,,,,,,Display 2,16,16,Q2_answer
179,1789993253000,21/09/2026 12:20:53,1789993253000,1,21/09/2026 13:20:53,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_045,BLINDED,S1_PRIV_045,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,2896.0,,,2896.0,1,2896.0,,,,,,,Display 3,29,29,Q3_answer
180,1789993260000,21/09/2026 12:21:00,1789993260000,1,21/09/2026 13:21:00,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_045,BLINDED,S1_PRIV_045,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2738.1,,,2738.1,1,2738.1,,,,,,,Display 4,26,26,Q4_answer
181,1789993267000,21/09/2026 12:21:07,1789993267000,1,21/09/2026 13:21:07,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_046,BLINDED,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,3557.3,,,3557.3,1,3557.3,,,,,,,Display 1,12,12,Q1_answer
182,1789993274000,21/09/2026 12:21:14,1789993274000,1,21/09/2026 13:21:14,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_046,BLINDED,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3509.0,,,3509.0,1,3509.0,,,,,,,Display 2,16,16,Q2_answer
183,1789993281000,21/09/2026 12:21:21,1789993281000,1,21/09/2026 13:21:21,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_046,BLINDED,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,5278.8,,,5278.8,1,5278.8,,,,,,,Display 3,29,29,Q3_answer
184,1789993288000,21/09/2026 12:21:28,1789993288000,1,21/09/2026 13:21:28,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_046,BLINDED,S1_PRIV_046,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,1870.9,,,1870.9,1,1870.9,,,,,,,Display 4,26,26,Q4_answer
185,1789993295000,21/09/2026 12:21:35,1789993295000,1,21/09/2026 13:21:35,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_047,BLINDED,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,2490.0,,,2490.0,1,2490.0,,,,,,,Display 1,12,12,Q1_answer
186,1789993302000,21/09/2026 12:21:42,1789993302000,1,21/09/2026 13:21:42,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_047,BLINDED,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,1448.1,,,1448.1,1,1448.1,,,,,,,Display 2,16,16,Q2_answer
187,1789993309000,21/09/2026 12:21:49,1789993309000,1,21/09/2026 13:21:49,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_047,BLINDED,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3449.0,,,3449.0,1,3449.0,,,,,,,Display 3,29,29,Q3_answer
188,1789993316000,21/09/2026 12:21:56,1789993316000,1,21/09/2026 13:21:56,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_047,BLINDED,S1_PRIV_047,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,2626.5,,,2626.5,1,2626.5,,,,,,,Display 4,26,26,Q4_answer
189,1789993323000,21/09/2026 12:22:03,1789993323000,1,21/09/2026 13:22:03,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_048,BLINDED,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,1492.2,,,1492.2,1,1492.2,,,,,,,Display 1,12,12,Q1_answer
190,1789993330000,21/09/2026 12:22:10,1789993330000,1,21/09/2026 13:22:10,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_048,BLINDED,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,3306.2,,,3306.2,1,3306.2,,,,,,,Display 2,16,16,Q2_answer
191,1789993337000,21/09/2026 12:22:17,1789993337000,1,21/09/2026 13:22:17,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_048,BLINDED,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,5659.4,,,5659.4,1,5659.4,,,,,,,Display 3,29,29,Q3_answer
192,1789993344000,21/09/2026 12:22:24,1789993344000,1,21/09/2026 13:22:24,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_048,BLINDED,S1_PRIV_048,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,26,,,,4458.6,,,4458.6,1,4458.6,,,,,,,Display 4,26,26,Q4_answer
193,1789993351000,21/09/2026 12:22:31,1789993351000,1,21/09/2026 13:22:31,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_049,BLINDED,S1_PRIV_049,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,5964.5,,,5964.5,1,5964.5,,,,,,,Display 1,12,12,Q1_answer
194,1789993358000,21/09/2026 12:22:38,1789993358000,1,21/09/2026 13:22:38,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_049,BLINDED,S1_PRIV_049,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,4224.1,,,4224.1,1,4224.1,,,,,,,Display 2,16,16,Q2_answer
195,1789993365000,21/09/2026 12:22:45,1789993365000,1,21/09/2026 13:22:45,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_049,BLINDED,S1_PRIV_049,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,1989.4,,,1989.4,1,1989.4,,,,,,,Display 3,29,29,Q3_answer
196,1789993372000,21/09/2026 12:22:52,1789993372000,1,21/09/2026 13:22:52,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_049,BLINDED,S1_PRIV_049,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,0,,,,3595.6,,,3595.6,0,3595.6,,,,,,,Display 4,26,26,Q4_answer
197,1789993379000,21/09/2026 12:22:59,1789993379000,1,21/09/2026 13:22:59,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_050,BLINDED,S1_PRIV_050,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 1,Screen 1,,,response,12,,,,5592.0,,,5592.0,1,5592.0,,,,,,,Display 1,12,12,Q1_answer
198,1789993386000,21/09/2026 12:23:06,1789993386000,1,21/09/2026 13:23:06,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_050,BLINDED,S1_PRIV_050,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 2,Screen 1,,,response,16,,,,4193.7,,,4193.7,1,4193.7,,,,,,,Display 2,16,16,Q2_answer
199,1789993393000,21/09/2026 12:23:13,1789993393000,1,21/09/2026 13:23:13,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_050,BLINDED,S1_PRIV_050,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 3,Screen 1,,,response,29,,,,3036.7,,,3036.7,1,3036.7,,,,,,,Display 3,29,29,Q3_answer
200,1789993400000,21/09/2026 12:23:20,1789993400000,1,21/09/2026 13:23:20,229051,38,synthetic-vision,,SYN-S1-S1_PRIV_050,BLINDED,S1_PRIV_050,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Vision Check,SYNTHETIC,G2,spreadsheet,spreadsheet,1,Display 4,Screen 1,,,response,0,,,,3681.5,,,3681.5,0,3681.5,,,,,,,Display 4,26,26,Q4_answer
