Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: image,Spreadsheet: num_classes,Spreadsheet: colormap,Spreadsheet: variation,Spreadsheet: condition,Spreadsheet: trial_type,Spreadsheet: question,Spreadsheet: correct_answer,Spreadsheet: group_number
499,1789995493000,21/09/2026 12:58:13,1789995493000,1,21/09/2026 13:58:13,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_021,S1PUB021,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,19,Display 1,Screen 1,,,response,30,,,,6432.7,,,6432.7,1,6432.7,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
500,1789995500000,21/09/2026 12:58:20,1789995500000,1,21/09/2026 13:58:20,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_021,S1PUB021,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,20,Display 1,Screen 1,,,response,10,,,,6788.0,,,6788.0,1,6788.0,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
501,1789995507000,21/09/2026 12:58:27,1789995507000,1,21/09/2026 13:58:27,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_021,S1PUB021,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,21,Display 1,Screen 1,,,response,5,,,,4536.6,,,4536.6,1,4536.6,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,1
502,1789995514000,21/09/2026 12:58:34,1789995514000,1,21/09/2026 13:58:34,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_021,S1PUB021,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,22,Display 1,Screen 1,,,response,25,,,,4807.1,,,4807.1,0,4807.1,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
503,1789995521000,21/09/2026 12:58:41,1789995521000,1,21/09/2026 13:58:41,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_021,S1PUB021,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,23,Display 1,Screen 1,,,response,10,,,,2080.9,,,2080.9,1,2080.9,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
504,1789995528000,21/09/2026 12:58:48,1789995528000,1,21/09/2026 13:58:48,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_021,S1PUB021,S1_PRIV_021,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,24,Display 1,Screen 1,,,response,20,,,,3502.3,,,3502.3,1,3502.3,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,1
505,1789995535000,21/09/2026 12:58:55,1789995535000,1,21/09/2026 13:58:55,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,1,Display 1,Screen 1,,,response,5,,,,5144.1,,,5144.1,1,5144.1,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,1
506,1789995542000,21/09/2026 12:59:02,1789995542000,1,21/09/2026 13:59:02,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,2,Display 1,Screen 1,,,response,5,,,,9922.0,,,9922.0,1,9922.0,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
507,1789995549000,21/09/2026 12:59:09,1789995549000,1,21/09/2026 13:59:09,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,3,Display 1,Screen 1,,,response,5,,,,3400.3,,,3400.3,1,3400.3,,,,Response,,,Display1,disc_5_2_tab20sa.png,5,tab20sa,2,sa,discrimination,How many distinct classes do you see?,5,1
508,1789995556000,21/09/2026 12:59:16,1789995556000,1,21/09/2026 13:59:16,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,4,Display 1,Screen 1,,,response,30,,,,7349.1,,,7349.1,1,7349.1,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,1
509,1789995563000,21/09/2026 12:59:23,1789995563000,1,21/09/2026 13:59:23,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,5,Display 1,Screen 1,,,response,25,,,,5823.5,,,5823.5,0,5823.5,,,,Response,,,Display1,disc_20_2_tab20.png,20,tab20,2,baseline,discrimination,How many distinct classes do you see?,20,1
510,1789995570000,21/09/2026 12:59:30,1789995570000,1,21/09/2026 13:59:30,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,6,Display 1,Screen 1,,,response,10,,,,5570.2,,,5570.2,1,5570.2,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,1
511,1789995577000,21/09/2026 12:59:37,1789995577000,1,21/09/2026 13:59:37,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,7,Display 1,Screen 1,,,response,20,,,,5028.4,,,5028.4,1,5028.4,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
512,1789995584000,21/09/2026 12:59:44,1789995584000,1,21/09/2026 13:59:44,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,8,Display 1,Screen 1,,,response,10,,,,5429.2,,,5429.2,1,5429.2,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
513,1789995591000,21/09/2026 12:59:51,1789995591000,1,21/09/2026 13:59:51,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,9,Display 1,Screen 1,,,response,30,,,,9487.4,,,9487.4,1,9487.4,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,1
514,1789995598000,21/09/2026 12:59:58,1789995598000,1,21/09/2026 13:59:58,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,10,Display 1,Screen 1,,,response,10,,,,4167.7,,,4167.7,1,4167.7,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,1
515,1789995605000,21/09/2026 13:00:05,1789995605000,1,21/09/2026 14:00:05,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,11,Display 1,Screen 1,,,response,20,,,,5279.3,,,5279.3,1,5279.3,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,1
516,1789995612000,21/09/2026 13:00:12,1789995612000,1,21/09/2026 14:00:12,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,12,Display 1,Screen 1,,,response,25,,,,7669.0,,,7669.0,0,7669.0,,,,Response,,,Display1,disc_30_2_tab20.png,30,tab20,2,baseline,discrimination,How many distinct classes do you see?,30,1
517,1789995619000,21/09/2026 13:00:19,1789995619000,1,21/09/2026 14:00:19,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,13,Display 1,Screen 1,,,response,5,,,,8393.6,,,8393.6,1,8393.6,,,,Response,,,Display1,disc_5_1_tab20sa.png,5,tab20sa,1,sa,discrimination,How many distinct classes do you see?,5,1
518,1789995626000,21/09/2026 13:00:26,1789995626000,1,21/09/2026 14:00:26,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,14,Display 1,Screen 1,,,response,25,,,,3964.6,,,3964.6,0,3964.6,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
519,1789995633000,21/09/2026 13:00:33,1789995633000,1,21/09/2026 14:00:33,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,15,Display 1,Screen 1,,,response,30,,,,6386.7,,,6386.7,1,6386.7,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
520,1789995640000,21/09/2026 13:00:40,1789995640000,1,21/09/2026 14:00:40,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,16,Display 1,Screen 1,,,response,10,,,,3305.9,,,3305.9,1,3305.9,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
521,1789995647000,21/09/2026 13:00:47,1789995647000,1,21/09/2026 14:00:47,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,17,Display 1,Screen 1,,,response,10,,,,5502.9,,,5502.9,1,5502.9,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,1
522,1789995654000,21/09/2026 13:00:54,1789995654000,1,21/09/2026 14:00:54,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,18,Display 1,Screen 1,,,response,30,,,,3953.5,,,3953.5,1,3953.5,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
523,1789995661000,21/09/2026 13:01:01,1789995661000,1,21/09/2026 14:01:01,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,19,Display 1,Screen 1,,,response,20,,,,5231.1,,,5231.1,1,5231.1,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,1
524,1789995668000,21/09/2026 13:01:08,1789995668000,1,21/09/2026 14:01:08,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,20,Display 1,Screen 1,,,response,20,,,,7083.6,,,7083.6,1,7083.6,,,,Response,,,Display1,disc_20_1_tab20sa.png,20,tab20sa,1,sa,discrimination,How many distinct classes do you see?,20,1
525,1789995675000,21/09/2026 13:01:15,1789995675000,1,21/09/2026 14:01:15,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,21,Display 1,Screen 1,,,response,20,,,,6759.0,,,6759.0,1,6759.0,,,,Response,,,Display1,disc_20_3_tab20sa.png,20,tab20sa,3,sa,discrimination,How many distinct classes do you see?,20,1
526,1789995682000,21/09/2026 13:01:22,1789995682000,1,21/09/2026 14:01:22,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,22,Display 1,Screen 1,,,response,5,,,,8131.8,,,8131.8,1,8131.8,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,1
527,1789995689000,21/09/2026 13:01:29,1789995689000,1,21/09/2026 14:01:29,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,23,Display 1,Screen 1,,,response,10,,,,6197.9,,,6197.9,1,6197.9,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,1
528,1789995696000,21/09/2026 13:01:36,1789995696000,1,21/09/2026 14:01:36,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_022,S1PUB022,S1_PRIV_022,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,24,Display 1,Screen 1,,,response,10,,,,2907.1,,,2907.1,0,2907.1,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,1
529,1789995703000,21/09/2026 13:01:43,1789995703000,1,21/09/2026 14:01:43,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,1,Display 1,Screen 1,,,response,30,,,,5870.0,,,5870.0,1,5870.0,,,,Response,,,Display1,disc_30_3_tab20sa.png,30,tab20sa,3,sa,discrimination,How many distinct classes do you see?,30,1
530,1789995710000,21/09/2026 13:01:50,1789995710000,1,21/09/2026 14:01:50,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,2,Display 1,Screen 1,,,response,20,,,,6140.2,,,6140.2,1,6140.2,,,,Response,,,Display1,disc_20_1_tab20.png,20,tab20,1,baseline,discrimination,How many distinct classes do you see?,20,1
531,1789995717000,21/09/2026 13:01:57,1789995717000,1,21/09/2026 14:01:57,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,3,Display 1,Screen 1,,,response,30,,,,5497.3,,,5497.3,1,5497.3,,,,Response,,,Display1,disc_30_1_tab20sa.png,30,tab20sa,1,sa,discrimination,How many distinct classes do you see?,30,1
532,1789995724000,21/09/2026 13:02:04,1789995724000,1,21/09/2026 14:02:04,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,4,Display 1,Screen 1,,,response,5,,,,5350.2,,,5350.2,1,5350.2,,,,Response,,,Display1,disc_5_2_tab20.png,5,tab20,2,baseline,discrimination,How many distinct classes do you see?,5,1
533,1789995731000,21/09/2026 13:02:11,1789995731000,1,21/09/2026 14:02:11,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,5,Display 1,Screen 1,,,response,5,,,,3743.0,,,3743.0,1,3743.0,,,,Response,,,Display1,disc_5_3_tab20.png,5,tab20,3,baseline,discrimination,How many distinct classes do you see?,5,1
534,1789995738000,21/09/2026 13:02:18,1789995738000,1,21/09/2026 14:02:18,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,6,Display 1,Screen 1,,,response,30,,,,3532.0,,,3532.0,1,3532.0,,,,Response,,,Display1,disc_30_2_tab20sa.png,30,tab20sa,2,sa,discrimination,How many distinct classes do you see?,30,1
535,1789995745000,21/09/2026 13:02:25,1789995745000,1,21/09/2026 14:02:25,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,7,Display 1,Screen 1,,,response,10,,,,2929.4,,,2929.4,1,2929.4,,,,Response,,,Display1,disc_10_2_tab20sa.png,10,tab20sa,2,sa,discrimination,How many distinct classes do you see?,10,1
536,1789995752000,21/09/2026 13:02:32,1789995752000,1,21/09/2026 14:02:32,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,8,Display 1,Screen 1,,,response,30,,,,4123.5,,,4123.5,1,4123.5,,,,Response,,,Display1,disc_30_1_tab20.png,30,tab20,1,baseline,discrimination,How many distinct classes do you see?,30,1
537,1789995759000,21/09/2026 13:02:39,1789995759000,1,21/09/2026 14:02:39,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,9,Display 1,Screen 1,,,response,10,,,,4878.0,,,4878.0,1,4878.0,,,,Response,,,Display1,disc_10_3_tab20.png,10,tab20,3,baseline,discrimination,How many distinct classes do you see?,10,1
538,1789995766000,21/09/2026 13:02:46,1789995766000,1,21/09/2026 14:02:46,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,10,Display 1,Screen 1,,,response,15,,,,3102.9,,,3102.9,0,3102.9,,,,Response,,,Display1,disc_20_2_tab20sa.png,20,tab20sa,2,sa,discrimination,How many distinct classes do you see?,20,1
539,1789995773000,21/09/2026 13:02:53,1789995773000,1,21/09/2026 14:02:53,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,11,Display 1,Screen 1,,,response,10,,,,7549.5,,,7549.5,1,7549.5,,,,Response,,,Display1,disc_10_3_tab20sa.png,10,tab20sa,3,sa,discrimination,How many distinct classes do you see?,10,1
540,1789995780000,21/09/2026 13:03:00,1789995780000,1,21/09/2026 14:03:00,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,12,Display 1,Screen 1,,,response,5,,,,3472.6,,,3472.6,1,3472.6,,,,Response,,,Display1,disc_5_1_tab20.png,5,tab20,1,baseline,discrimination,How many distinct classes do you see?,5,1
541,1789995787000,21/09/2026 13:03:07,1789995787000,1,21/09/2026 14:03:07,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,13,Display 1,Screen 1,,,response,20,,,,6533.3,,,6533.3,1,6533.3,,,,Response,,,Display1,disc_20_3_tab20.png,20,tab20,3,baseline,discrimination,How many distinct classes do you see?,20,1
542,1789995794000,21/09/2026 13:03:14,1789995794000,1,21/09/2026 14:03:14,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,14,Display 1,Screen 1,,,response,5,,,,1986.1,,,1986.1,0,1986.1,,,,Response,,,Display1,disc_10_1_tab20sa.png,10,tab20sa,1,sa,discrimination,How many distinct classes do you see?,10,1
543,1789995801000,21/09/2026 13:03:21,1789995801000,1,21/09/2026 14:03:21,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,15,Display 1,Screen 1,,,response,10,,,,4080.4,,,4080.4,1,4080.4,,,,Response,,,Display1,disc_10_2_tab20.png,10,tab20,2,baseline,discrimination,How many distinct classes do you see?,10,1
544,1789995808000,21/09/2026 13:03:28,1789995808000,1,21/09/2026 14:03:28,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,16,Display 1,Screen 1,,,response,10,,,,3919.7,,,3919.7,1,3919.7,,,,Response,,,Display1,disc_10_1_tab20.png,10,tab20,1,baseline,discrimination,How many distinct classes do you see?,10,1
545,1789995815000,21/09/2026 13:03:35,1789995815000,1,21/09/2026 14:03:35,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,17,Display 1,Screen 1,,,response,25,,,,3763.5,,,3763.5,0,3763.5,,,,Response,,,Display1,disc_30_3_tab20.png,30,tab20,3,baseline,discrimination,How many distinct classes do you see?,30,1
546,1789995822000,21/09/2026 13:03:42,1789995822000,1,21/09/2026 14:03:42,229051,38,synthetic-g1,,SYN-S1-S1_PRIV_023,S1PUB023,S1_PRIV_023,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Discrimination Task G1,SYNTHETIC,G1,G1,G1,18,Display 1,Screen 1,,,response,5,,,,4750.7,,,4750.7,1,4750.7,,,,Response,,,Display1,disc_5_3_tab20sa.png,5,tab20sa,3,sa,discrimination,How many distinct classes do you see?,5,1
