Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-m119,Manipulation: Spreadsheet,Current Spreadsheet,Trial Number,Display,Screen,Screen ID,Screen Counter,Response Type,Response,Context,Onset Time,Clock Time,Reaction Time,Absolute Onset Time,Absolute Clock Time,Absolute Reaction Time,Correct,Response Duration,Proportion,Tag,Component Name,Object Name,Object Number,Object ID,Spreadsheet: display,Spreadsheet: trial_number,Spreadsheet: image_left,Spreadsheet: image_right,Spreadsheet: correct_answer,Spreadsheet: left_option,Spreadsheet: right_option,Spreadsheet: confidence_rating
480,1789995360000,21/09/2026 12:56:00,1789995360000,1,21/09/2026 13:56:00,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_040,BLINDED,S1_PRIV_040,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,2369.1,,,2369.1,,2369.1,,,,,,,Display 1,12,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
481,1789995367000,21/09/2026 12:56:07,1789995367000,1,21/09/2026 13:56:07,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,5375.9,,,5375.9,,5375.9,,,,,,,Display 1,1,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,baseline.png,optimized.png,
482,1789995374000,21/09/2026 12:56:14,1789995374000,1,21/09/2026 13:56:14,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,optimized.png,,,,3032.6,,,3032.6,,3032.6,,,,,,,Display 1,2,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
483,1789995381000,21/09/2026 12:56:21,1789995381000,1,21/09/2026 13:56:21,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,6954.6,,,6954.6,,6954.6,,,,,,,Display 1,3,compare_5_hard_baseline.png,compare_5_hard_optimized.png,optimized.png,baseline.png,optimized.png,
484,1789995388000,21/09/2026 12:56:28,1789995388000,1,21/09/2026 13:56:28,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,4378.8,,,4378.8,,4378.8,,,,,,,Display 1,4,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,optimized.png,baseline.png,
485,1789995395000,21/09/2026 12:56:35,1789995395000,1,21/09/2026 13:56:35,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,3870.0,,,3870.0,,3870.0,,,,,,,Display 1,5,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,optimized.png,baseline.png,
486,1789995402000,21/09/2026 12:56:42,1789995402000,1,21/09/2026 13:56:42,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,7138.0,,,7138.0,,7138.0,,,,,,,Display 1,6,compare_20_easy_optimized.png,compare_20_easy_baseline.png,optimized.png,baseline.png,optimized.png,
487,1789995409000,21/09/2026 12:56:49,1789995409000,1,21/09/2026 13:56:49,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline.png,,,,5290.1,,,5290.1,,5290.1,,,,,,,Display 1,7,compare_30_hard_optimized.png,compare_30_hard_baseline.png,optimized.png,optimized.png,baseline.png,
488,1789995416000,21/09/2026 12:56:56,1789995416000,1,21/09/2026 13:56:56,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,3708.5,,,3708.5,,3708.5,,,,,,,Display 1,8,compare_10_hard_baseline.png,compare_10_hard_optimized.png,optimized.png,baseline.png,optimized.png,
489,1789995423000,21/09/2026 12:57:03,1789995423000,1,21/09/2026 13:57:03,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,1971.8,,,1971.8,,1971.8,,,,,,,Display 1,9,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,baseline.png,optimized.png,
490,1789995430000,21/09/2026 12:57:10,1789995430000,1,21/09/2026 13:57:10,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,4992.8,,,4992.8,,4992.8,,,,,,,Display 1,10,compare_20_hard_baseline.png,compare_20_hard_optimized.png,optimized.png,optimized.png,baseline.png,
491,1789995437000,21/09/2026 12:57:17,1789995437000,1,21/09/2026 13:57:17,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,3032.7,,,3032.7,,3032.7,,,,,,,Display 1,11,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,optimized.png,baseline.png,
492,1789995444000,21/09/2026 12:57:24,1789995444000,1,21/09/2026 13:57:24,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_041,BLINDED,S1_PRIV_041,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,7017.4,,,7017.4,,7017.4,,,,,,,Display 1,12,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,baseline.png,optimized.png,
493,1789995451000,21/09/2026 12:57:31,1789995451000,1,21/09/2026 13:57:31,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,5126.2,,,5126.2,,5126.2,,,,,,,Display 1,1,compare_10_hard_optimized.png,compare_10_hard_baseline.png,optimized.png,baseline.png,optimized.png,
494,1789995458000,21/09/2026 12:57:38,1789995458000,1,21/09/2026 13:57:38,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,8689.7,,,8689.7,,8689.7,,,,,,,Display 1,2,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,baseline.png,optimized.png,
495,1789995465000,21/09/2026 12:57:45,1789995465000,1,21/09/2026 13:57:45,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,2464.4,,,2464.4,,2464.4,,,,,,,Display 1,3,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,baseline.png,optimized.png,
496,1789995472000,21/09/2026 12:57:52,1789995472000,1,21/09/2026 13:57:52,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,4084.0,,,4084.0,,4084.0,,,,,,,Display 1,4,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,optimized.png,baseline.png,
497,1789995479000,21/09/2026 12:57:59,1789995479000,1,21/09/2026 13:57:59,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline.png,,,,3533.0,,,3533.0,,3533.0,,,,,,,Display 1,5,compare_5_medium_optimized.png,compare_5_medium_baseline.png,optimized.png,baseline.png,optimized.png,
498,1789995486000,21/09/2026 12:58:06,1789995486000,1,21/09/2026 13:58:06,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,optimized.png,,,,1879.4,,,1879.4,,1879.4,,,,,,,Display 1,6,compare_10_easy_baseline.png,compare_10_easy_optimized.png,optimized.png,baseline.png,optimized.png,
499,1789995493000,21/09/2026 12:58:13,1789995493000,1,21/09/2026 13:58:13,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,baseline.png,,,,5318.6,,,5318.6,,5318.6,,,,,,,Display 1,7,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,optimized.png,baseline.png,
500,1789995500000,21/09/2026 12:58:20,1789995500000,1,21/09/2026 13:58:20,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,5930.5,,,5930.5,,5930.5,,,,,,,Display 1,8,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,optimized.png,baseline.png,
501,1789995507000,21/09/2026 12:58:27,1789995507000,1,21/09/2026 13:58:27,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,1746.2,,,1746.2,,1746.2,,,,,,,Display 1,9,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,baseline.png,optimized.png,
502,1789995514000,21/09/2026 12:58:34,1789995514000,1,21/09/2026 13:58:34,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,3107.1,,,3107.1,,3107.1,,,,,,,Display 1,10,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,baseline.png,optimized.png,
503,1789995521000,21/09/2026 12:58:41,1789995521000,1,21/09/2026 13:58:41,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,optimized.png,,,,6890.9,,,6890.9,,6890.9,,,,,,,Display 1,11,compare_30_medium_optimized.png,compare_30_medium_baseline.png,optimized.png,optimized.png,baseline.png,
504,1789995528000,21/09/2026 12:58:48,1789995528000,1,21/09/2026 13:58:48,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_042,BLINDED,S1_PRIV_042,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,6734.8,,,6734.8,,6734.8,,,,,,,Display 1,12,compare_30_hard_optimized.png,compare_30_hard_baseline.png,optimized.png,optimized.png,baseline.png,
505,1789995535000,21/09/2026 12:58:55,1789995535000,1,21/09/2026 13:58:55,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,optimized.png,,,,8279.0,,,8279.0,,8279.0,,,,,,,Display 1,1,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,optimized.png,baseline.png,
506,1789995542000,21/09/2026 12:59:02,1789995542000,1,21/09/2026 13:59:02,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,5133.1,,,5133.1,,5133.1,,,,,,,Display 1,2,compare_10_medium_baseline.png,compare_10_medium_optimized.png,optimized.png,baseline.png,optimized.png,
507,1789995549000,21/09/2026 12:59:09,1789995549000,1,21/09/2026 13:59:09,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,optimized.png,,,,4345.9,,,4345.9,,4345.9,,,,,,,Display 1,3,compare_20_medium_optimized.png,compare_20_medium_baseline.png,optimized.png,baseline.png,optimized.png,
508,1789995556000,21/09/2026 12:59:16,1789995556000,1,21/09/2026 13:59:16,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,baseline.png,,,,7256.4,,,7256.4,,7256.4,,,,,,,Display 1,4,compare_30_medium_baseline.png,compare_30_medium_optimized.png,optimized.png,baseline.png,optimized.png,
509,1789995563000,21/09/2026 12:59:23,1789995563000,1,21/09/2026 13:59:23,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,optimized.png,,,,2562.6,,,2562.6,,2562.6,,,,,,,Display 1,5,compare_30_easy_baseline.png,compare_30_easy_optimized.png,optimized.png,baseline.png,optimized.png,
510,1789995570000,21/09/2026 12:59:30,1789995570000,1,21/09/2026 13:59:30,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,2493.5,,,2493.5,,2493.5,,,,,,,Display 1,6,compare_5_easy_baseline.png,compare_5_easy_optimized.png,optimized.png,baseline.png,optimized.png,
511,1789995577000,21/09/2026 12:59:37,1789995577000,1,21/09/2026 13:59:37,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,2169.4,,,2169.4,,2169.4,,,,,,,Display 1,7,compare_5_medium_baseline.png,compare_5_medium_optimized.png,optimized.png,optimized.png,baseline.png,
512,1789995584000,21/09/2026 12:59:44,1789995584000,1,21/09/2026 13:59:44,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,8,Display 1,Screen 1,,,response,optimized.png,,,,5107.1,,,5107.1,,5107.1,,,,,,,Display 1,8,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,optimized.png,baseline.png,
513,1789995591000,21/09/2026 12:59:51,1789995591000,1,21/09/2026 13:59:51,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,9,Display 1,Screen 1,,,response,optimized.png,,,,5668.4,,,5668.4,,5668.4,,,,,,,Display 1,9,compare_10_hard_optimized.png,compare_10_hard_baseline.png,optimized.png,optimized.png,baseline.png,
514,1789995598000,21/09/2026 12:59:58,1789995598000,1,21/09/2026 13:59:58,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,10,Display 1,Screen 1,,,response,baseline.png,,,,2650.7,,,2650.7,,2650.7,,,,,,,Display 1,10,compare_20_easy_optimized.png,compare_20_easy_baseline.png,optimized.png,baseline.png,optimized.png,
515,1789995605000,21/09/2026 13:00:05,1789995605000,1,21/09/2026 14:00:05,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,11,Display 1,Screen 1,,,response,baseline.png,,,,7098.3,,,7098.3,,7098.3,,,,,,,Display 1,11,compare_10_easy_optimized.png,compare_10_easy_baseline.png,optimized.png,baseline.png,optimized.png,
516,1789995612000,21/09/2026 13:00:12,1789995612000,1,21/09/2026 14:00:12,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_043,BLINDED,S1_PRIV_043,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,12,Display 1,Screen 1,,,response,baseline.png,,,,6231.1,,,6231.1,,6231.1,,,,,,,Display 1,12,compare_30_hard_baseline.png,compare_30_hard_optimized.png,optimized.png,optimized.png,baseline.png,
517,1789995619000,21/09/2026 13:00:19,1789995619000,1,21/09/2026 14:00:19,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,1,Display 1,Screen 1,,,response,baseline.png,,,,5889.6,,,5889.6,,5889.6,,,,,,,Display 1,1,compare_30_easy_optimized.png,compare_30_easy_baseline.png,optimized.png,optimized.png,baseline.png,
518,1789995626000,21/09/2026 13:00:26,1789995626000,1,21/09/2026 14:00:26,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,2,Display 1,Screen 1,,,response,baseline.png,,,,3598.2,,,3598.2,,3598.2,,,,,,,Display 1,2,compare_20_easy_baseline.png,compare_20_easy_optimized.png,optimized.png,baseline.png,optimized.png,
519,1789995633000,21/09/2026 13:00:33,1789995633000,1,21/09/2026 14:00:33,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,3,Display 1,Screen 1,,,response,baseline.png,,,,6820.2,,,6820.2,,6820.2,,,,,,,Display 1,3,compare_10_medium_optimized.png,compare_10_medium_baseline.png,optimized.png,baseline.png,optimized.png,
520,1789995640000,21/09/2026 13:00:40,1789995640000,1,21/09/2026 14:00:40,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,4,Display 1,Screen 1,,,response,optimized.png,,,,7892.9,,,7892.9,,7892.9,,,,,,,Display 1,4,compare_20_hard_optimized.png,compare_20_hard_baseline.png,optimized.png,baseline.png,optimized.png,
521,1789995647000,21/09/2026 13:00:47,1789995647000,1,21/09/2026 14:00:47,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,5,Display 1,Screen 1,,,response,baseline.png,,,,4563.6,,,4563.6,,4563.6,,,,,,,Display 1,5,compare_5_hard_optimized.png,compare_5_hard_baseline.png,optimized.png,baseline.png,optimized.png,
522,1789995654000,21/09/2026 13:00:54,1789995654000,1,21/09/2026 14:00:54,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,6,Display 1,Screen 1,,,response,baseline.png,,,,6531.7,,,6531.7,,6531.7,,,,,,,Display 1,6,compare_5_easy_optimized.png,compare_5_easy_baseline.png,optimized.png,optimized.png,baseline.png,
523,1789995661000,21/09/2026 13:01:01,1789995661000,1,21/09/2026 14:01:01,229051,38,synthetic-pairwise,,SYN-S1-S1_PRIV_044,BLINDED,S1_PRIV_044,,complete,SYNTHETIC,,computer,Synthetic desktop,Synthetic OS,Synthetic Browser,1920 x 1080,1440 x 900,,,,Pairwise Comparison Task2,SYNTHETIC,G2,Pairwise Comparison,Pairwise Comparison,7,Display 1,Screen 1,,,response,optimized.png,,,,3950.2,,,3950.2,,3950.2,,,,,,,Display 1,7,compare_20_medium_baseline.png,compare_20_medium_optimized.png,optimized.png,baseline.png,optimized.png,
